2.81472368639318,2.14188633862722,-1
2.90579193707562,2.42176128262628,-1
2.12698681629351,2.91573552518907,-1
2.91337585613902,2.79220732955955,-1
2.63235924622541,2.95949242639290,-1
2.09754040499941,2.65574069915659,-1
2.27849821886705,2.03571167857419,-1
2.54688151920498,2.84912930586878,-1
2.95750683543430,2.93399324775755,-1
2.96488853519928,2.67873515485777,-1
2.15761308167755,2.75774013057833,-1
2.97059278176062,2.74313246812492,-1
2.95716694824295,2.39222701953417,-1
2.48537564872284,2.65547789017756,-1
2.80028046888880,2.17118668781156,-1
0.706046088019609,0.489764395788231,1
0.0318328463774207,0.445586200710900,1
0.276922984960890,0.646313010111265,1
0.0461713906311539,0.709364830858073,1
0.0971317812358475,0.754686681982361,1
0.823457828327293,0.276025076998578,1
0.694828622975817,0.679702676853675,1
0.317099480060861,0.655098003973841,1
0.950222048838355,0.162611735194631,1
0.0344460805029088,0.118997681558377,1
0.438744359656398,0.498364051982143,1
0.381558457093008,0.959743958516081,1
0.765516788149002,0.340385726666133,1
0.795199901137063,0.585267750979777,1
0.186872604554379,0.223811939491137,1
